Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,Airline,AirTime,ArrDelay,DepDelay,Dest,Distance,TaxiIn,TaxiOut
6,3,2,1822,1719,2237,2000,United,326,157,63,SFO,2419,5,104
6,3,2,1912,1900,2205,2152,United,331,13,12,SJC,2400,4,18
6,3,2,849,830,1212,1115,United,355,57,19,SFO,2419,4,24
6,3,2,2149,2135,117,22,United,358,55,14,SFO,2419,7,23
6,3,2,1733,1649,2200,1945,United,367,135,44,SFO,2419,15,65
6,3,2,1455,1440,1855,1730,United,371,85,15,SFO,2419,4,45
6,4,3,9,2205,140,2308,United,34,152,124,PIT,183,5,52
6,4,3,852,815,1002,914,United,35,48,37,ROA,177,3,32
6,4,3,1357,1232,1543,1330,United,37,133,85,ORF,157,38,31
6,4,3,1611,1541,1821,1639,United,37,102,30,ORF,157,8,85
6,4,3,1606,1515,1724,1625,United,39,59,51,RDU,224,4,35
6,4,3,2043,1720,2245,1831,United,39,254,203,RDU,224,4,79
6,4,3,2250,1659,2,1806,United,40,356,351,EWR,213,11,21
6,4,3,2338,2218,46,2322,United,40,84,80,RDU,224,3,25
6,4,3,1326,1237,1507,1347,United,41,80,49,GSO,239,2,58
6,4,3,958,835,1100,948,United,42,72,83,RDU,224,4,16
6,4,3,2245,2225,107,2345,United,44,82,20,ROC,289,6,92
6,4,3,1250,1238,1421,1353,United,50,28,12,CLE,288,5,36
6,4,3,2015,1804,2242,1924,United,50,198,131,CLT,321,11,86
6,4,3,832,815,957,929,United,50,28,17,LGA,229,4,31
6,4,3,715,700,842,814,United,53,28,15,EWR,213,21,13
6,4,3,2344,2140,141,2308,United,56,153,124,MYR,372,0,61
6,4,3,10,1910,210,2036,United,57,334,300,CAE,401,3,60
6,4,3,1000,821,1128,947,United,58,101,99,CAE,401,3,27
6,4,3,1132,815,1241,940,United,58,181,197,GSP,383,4,7
6,4,3,147,2200,303,2324,United,59,219,227,CAE,401,3,14
6,4,3,1854,1645,2142,1829,United,61,193,129,BOS,413,7,100
6,4,3,2301,2130,146,2306,United,62,160,91,BOS,413,4,99
6,4,3,1754,1715,1954,1840,United,63,74,39,BDL,326,4,53
6,4,3,2356,1443,141,1550,United,65,591,553,EWR,213,11,29
6,4,3,2050,1720,2220,1843,United,66,217,210,CLE,288,4,20
6,4,3,39,2150,219,2330,United,67,169,169,CHS,441,4,29
6,4,3,728,720,857,838,American,69,19,8,CLT,321,3,17
6,4,3,1312,1211,1441,1355,United,72,46,61,CHS,441,4,13
6,4,3,2109,1900,100,2100,Delta,72,240,129,ATL,533,8,151
6,4,3,23,2150,218,2331,United,73,167,153,SAV,515,3,39
6,4,3,218,2033,346,2220,Southwest,73,326,345,ATL,533,4,11
6,4,3,841,835,1047,1027,United,74,20,6,ATL,533,6,46
6,4,3,1330,1238,1509,1429,Southwest,78,40,52,ATL,533,4,17
6,4,3,1545,1505,1751,1657,Southwest,80,54,40,ATL,533,11,35
6,4,3,2156,2020,9,2115,Southwest,88,174,96,MDW,577,4,101
6,4,3,1954,1745,2203,1845,Southwest,90,198,129,MDW,577,4,95
6,4,3,1743,1705,1838,1823,United,90,15,38,ORD,589,8,17
6,4,3,828,757,930,901,United,90,29,31,ORD,589,5,27
6,4,3,1959,1540,2234,1635,Southwest,91,359,259,MDW,577,5,119
6,4,3,2325,2205,122,2304,United,92,138,80,ORD,589,4,81
6,4,3,41,2150,218,2249,United,96,209,171,SPI,657,4,57
6,4,3,1547,1435,1723,1545,United,96,98,72,ORD,589,9,51
6,4,3,2100,1941,8,2040,United,96,208,79,ORD,589,6,146
6,4,3,1805,1445,2211,1659,United,99,312,200,MCO,758,4,143
6,4,3,2106,1955,15,2205,United,100,130,71,MCO,758,4,85
6,4,3,953,858,1149,1112,United,101,37,55,MCO,758,4,11
6,4,3,1201,1134,1355,1349,Southwest,101,6,27,MCO,758,5,8
6,4,3,2356,2145,246,2355,United,103,171,131,MCO,758,7,60
6,4,3,1425,1410,1730,1615,Southwest,105,75,15,MCO,758,8,72
6,4,3,1259,1233,1428,1340,United,105,48,26,ORD,589,8,36
6,4,3,2338,2139,157,2355,United,106,122,119,TPA,810,5,28
6,4,3,1310,1300,1455,1350,Southwest,107,65,10,MDW,577,3,55
6,4,3,1753,1745,2228,2001,United,110,147,8,TPA,810,3,162
6,4,3,2302,1840,238,2100,Southwest,123,338,262,TPA,810,5,88
6,4,3,2041,1720,2328,2001,United,130,207,201,FLL,901,7,30
6,4,3,1826,1750,2129,1935,United,135,114,36,MSY,954,4,104
6,4,3,1734,1724,1945,1911,Delta,137,34,10,MSP,908,5,49
6,4,3,1741,1725,2157,1953,United,157,124,16,IAH,1190,5,154
6,4,3,1157,1140,1408,1355,United,159,13,17,IAH,1190,5,27
6,4,3,2205,2020,110,2220,American,159,170,105,DFW,1172,3,83
6,4,3,2300,1755,143,2031,United,162,312,305,AUS,1297,4,57
6,4,3,1357,1305,1752,1505,American,171,167,52,DFW,1172,4,120
6,4,3,2235,2205,135,2346,United,201,109,30,DEN,1452,5,94
6,4,3,1706,1640,1919,1827,United,221,52,26,DEN,1452,8,24
6,4,3,2043,1804,2354,2018,United,230,216,159,ABQ,1628,5,76
6,4,3,1826,1711,2150,1903,United,230,167,75,DEN,1452,4,90
6,4,3,1557,1518,1839,1700,United,261,99,39,DEN,1452,6,15
6,4,3,1836,1750,15,1951,United,283,264,46,PHX,1956,3,233
6,4,3,1901,1750,2237,2013,United,293,144,71,LAX,2288,8,95
6,4,3,2217,2140,219,8,United,300,131,37,LAX,2288,7,115
6,4,3,2041,1815,2344,2052,United,306,172,146,PDX,2327,3,54
6,4,3,1923,1910,2259,2140,United,306,79,13,LAX,2288,7,83
6,4,3,1835,1800,2350,2015,American,308,215,35,LAX,2288,4,183
6,4,3,1843,1750,2227,2025,United,309,122,53,SEA,2306,5,90
6,4,3,2202,1812,123,2040,United,310,283,230,SAN,2253,3,68
6,4,3,2052,1500,153,1710,American,310,523,352,LAX,2288,9,162
6,4,3,822,815,1055,1040,United,311,15,7,SAN,2253,2,20
6,4,3,1730,1719,2004,2000,United,311,4,11,SFO,2419,3,20
6,4,3,2129,1650,147,1920,United,311,387,279,LAX,2288,6,121
6,4,3,1749,1700,2057,1909,United,311,108,49,LAS,2066,10,47
6,4,3,6,2135,304,22,United,313,162,151,SFO,2419,5,40
6,4,3,1814,1754,2130,2035,United,315,55,20,SMF,2358,5,56
6,4,3,2125,1934,145,2221,United,317,204,111,SFO,2419,5,118
6,4,3,1555,1320,1912,1520,Southwest,319,232,155,LAS,2066,24,34
6,4,3,1633,1440,2057,1713,United,319,224,113,LAX,2288,8,117
6,4,3,2048,1900,38,2152,United,330,166,108,SJC,2400,5,75
6,5,4,1237,1219,1324,1317,United,22,7,18,MDT,94,3,22
6,5,4,2245,2215,2330,2309,United,23,21,30,MDT,94,6,16
6,5,4,1814,1710,1917,1823,United,32,54,64,PHL,134,4,27
6,5,4,1840,1700,1946,1806,United,33,100,100,PIT,183,4,29
6,5,4,1841,1813,1955,1929,United,34,26,28,ORF,157,4,36
6,5,4,1242,1235,1337,1346,United,38,-9,7,RDU,224,3,14
6,5,4,936,836,1036,948,United,40,48,60,RDU,224,4,16
6,5,4,1420,1222,1525,1328,United,41,117,118,ORF,157,2,22
6,5,4,2054,1915,2240,2055,United,45,105,99,EWR,213,5,56
6,5,4,116,2156,222,2320,United,45,182,200,CLT,321,10,11
6,5,4,1118,1100,1221,1207,United,46,14,18,EWR,213,6,11
6,5,4,1754,1722,1938,1855,United,47,43,32,CLT,321,4,53
6,5,4,948,930,1108,1059,United,48,9,18,CLT,321,3,29
6,5,4,825,818,950,939,United,48,11,7,ROC,289,6,31
6,5,4,2352,2205,101,2322,United,48,99,107,SYR,296,13,8
6,5,4,1931,1659,2121,1806,United,50,195,152,EWR,213,11,49
6,5,4,1743,1440,1910,1559,United,52,191,183,BDL,326,7,28
6,5,4,1815,1723,1944,1848,United,52,56,52,CLE,288,5,32
6,5,4,1816,1719,2002,1848,United,53,74,57,BDL,326,5,48
6,5,4,904,830,1021,946,United,54,35,34,CLE,288,5,18
6,5,4,2136,2105,2249,2231,United,55,18,31,CAE,401,3,15
6,5,4,1406,1232,1541,1348,United,55,113,94,CLE,288,5,35
6,5,4,134,2154,242,2330,United,55,192,220,MYR,372,4,9
6,5,4,1248,1227,1414,1356,United,55,18,21,MYR,372,4,27
6,5,4,1823,1714,2007,1852,United,55,75,69,PVD,372,4,45
6,5,4,1308,1222,1426,1352,United,55,34,46,PVD,372,3,20
6,5,4,2314,2158,32,2324,United,56,68,76,CAE,401,3,19
6,5,4,1300,1233,1424,1402,United,58,22,27,CAE,401,3,23
6,5,4,2329,2159,57,2332,United,62,85,90,BOS,413,6,20
6,5,4,1748,1712,1911,1857,United,67,14,36,DTW,383,4,12
6,5,4,835,706,1014,829,United,68,105,89,LGA,229,12,19
6,5,4,855,838,1038,1010,United,71,28,17,MHT,418,8,24
6,5,4,2054,2033,2229,2220,Southwest,72,9,21,ATL,533,8,15
6,5,4,930,817,1054,942,United,73,72,73,GSP,383,6,5
6,5,4,2106,1658,2237,1848,Southwest,73,229,248,ATL,533,8,10
6,5,4,1018,835,1154,1024,United,75,90,103,ATL,533,6,15
6,5,4,1757,1650,1952,1829,United,75,83,67,PWM,494,2,38
6,5,4,1959,1645,2132,1826,United,76,186,194,BOS,413,5,12
6,5,4,812,645,1024,836,Southwest,77,108,87,ATL,533,7,48
6,5,4,1330,1225,1508,1400,United,80,68,65,BOS,413,4,14
6,5,4,1903,1826,1946,1952,United,81,-6,37,ORD,589,8,14
6,5,4,1352,1222,1534,1404,United,82,90,90,SAV,515,3,17
6,5,4,1758,1709,1956,1854,United,82,62,49,SAV,515,4,32
6,5,4,1022,845,1207,1046,United,85,81,97,JAX,631,3,17
6,5,4,805,750,1008,932,United,85,36,15,SAV,515,4,34
6,5,4,1442,1423,1526,1537,United,85,-11,19,ORD,589,6,13
6,5,4,1805,1745,1902,1845,Southwest,86,17,20,MDW,577,5,26
6,5,4,649,635,732,725,Southwest,86,7,14,MDW,577,6,11
6,5,4,2352,2200,32,2301,United,86,91,112,ORD,589,4,10
6,5,4,1325,1300,1408,1350,Southwest,87,18,25,MDW,577,4,12
6,5,4,940,817,1046,906,United,87,100,83,BNA,542,5,34
6,5,4,1546,1540,1636,1635,Southwest,89,1,6,MDW,577,4,17
6,5,4,1909,1723,2031,1826,United,90,125,106,BHM,638,4,48
6,5,4,2252,2205,2342,2307,United,91,35,47,SPI,657,4,15
6,5,4,1748,1645,1945,1850,United,96,55,63,JAX,631,3,18
6,5,4,1817,1751,2054,2010,Southwest,96,44,26,MCO,758,7,54
6,5,4,2210,2150,10,2359,United,97,11,20,MCO,758,7,16
6,5,4,1719,1441,1925,1655,United,98,150,158,MCO,758,6,22
6,5,4,1420,1410,1624,1615,Southwest,101,9,10,MCO,758,11,12
6,5,4,1314,1237,1525,1451,United,104,34,37,MCO,758,6,21
6,5,4,1751,1745,2048,2009,United,108,39,6,TPA,810,6,63
6,5,4,1748,1724,1957,1910,Delta,152,47,24,MSP,908,13,24
6,5,4,1103,1055,1307,1255,American,164,12,8,DFW,1172,10,10
6,5,4,1151,1140,1357,1355,United,165,2,11,IAH,1190,11,10
6,5,4,2345,2156,151,2336,United,166,135,109,MCI,926,6,14
6,5,4,1707,1701,1930,1917,United,168,13,6,IAH,1190,14,21
6,5,4,901,705,1141,900,American,174,161,116,DFW,1172,15,31
6,5,4,2156,1855,12,2114,United,179,178,181,AUS,1297,5,12
6,5,4,1328,1232,1551,1451,United,182,60,56,AUS,1297,4,17
6,5,4,949,837,1149,1025,United,203,84,72,DEN,1452,8,29
6,5,4,1950,1930,2230,2129,United,255,61,20,DEN,1452,7,18
6,5,4,1706,1628,2030,1810,United,269,140,38,DEN,1452,11,44
6,5,4,855,825,1058,1020,United,271,38,30,LAS,2066,6,26
6,5,4,1846,1818,2045,2002,United,281,43,28,PHX,1956,2,16
6,5,4,2155,2135,105,2314,United,283,111,20,DEN,1452,17,10
6,5,4,1944,1735,2203,2019,United,287,104,129,SEA,2306,12,20
6,5,4,1744,1724,2112,1915,United,289,117,20,DEN,1452,9,30
6,5,4,1700,1440,2034,1622,United,292,252,140,DEN,1452,8,34
6,5,4,926,920,1153,1130,American,297,23,6,LAX,2288,7,23
6,5,4,1837,1740,2139,1956,United,308,103,57,LAX,2288,6,48
6,5,4,1946,1735,2233,1945,United,312,168,131,LAS,2066,5,30
6,5,4,1552,1440,1829,1653,United,315,96,72,SAN,2253,2,20
6,5,4,1822,1800,2134,2015,American,315,79,22,LAX,2288,5,52
6,5,4,2019,1906,2259,2145,United,319,74,73,SMF,2358,5,16
6,5,4,1505,1451,1756,1716,United,320,40,14,LAX,2288,17,14
6,5,4,1745,1650,2048,1915,United,321,93,55,LAX,2288,9,33
6,5,4,2049,1950,2336,2237,United,325,59,59,SFO,2419,6,16
6,5,4,830,823,1126,1104,United,326,22,7,SEA,2306,5,25
6,5,4,2159,2153,106,18,United,330,48,6,LAX,2288,8,29
6,5,4,1841,1738,2300,2025,United,367,155,63,SJC,2400,7,65
6,5,4,1959,1624,2348,1911,United,373,277,215,SFO,2419,13,23
6,5,4,1855,1440,2310,1721,United,382,349,255,SFO,2419,5,48
6,6,5,1254,1219,1352,1317,United,25,35,35,MDT,94,3,30
6,6,5,1504,1243,1558,1346,United,33,132,141,ROA,177,6,15
6,6,5,1444,1222,1532,1328,United,35,124,142,ORF,157,3,10
6,6,5,1655,1515,1827,1621,United,36,126,100,ORF,157,4,52
6,6,5,1936,1813,2040,1929,United,36,71,83,ORF,157,4,24
6,6,5,1751,1659,1932,1806,United,39,86,52,EWR,213,13,49
6,6,5,1754,1710,1907,1823,United,40,44,44,PHL,134,11,22
6,6,5,1600,1443,1754,1550,United,43,124,77,EWR,213,6,65
6,6,5,2334,2156,51,2317,United,44,94,98,ROC,289,3,30
6,6,5,1250,1232,1411,1348,United,45,23,18,CLE,288,6,30
6,6,5,1539,1457,1651,1608,United,45,43,42,RDU,224,4,23
6,6,5,825,818,941,939,United,46,2,7,ROC,289,10,20
6,6,5,206,2203,307,2321,United,47,226,243,CLE,288,3,11
6,6,5,21,2156,122,2320,United,47,122,145,CLT,321,3,11
6,6,5,318,2154,428,2330,United,48,298,324,MYR,372,4,18
6,6,5,1010,856,1115,1025,United,49,50,74,CLT,321,3,13
6,6,5,1815,1722,1931,1855,United,50,36,53,CLT,321,3,23
6,6,5,2108,1915,2219,2055,United,51,84,113,EWR,213,7,13
6,6,5,1842,1723,1949,1848,United,51,61,79,CLE,288,7,9
6,6,5,714,706,844,829,United,51,15,8,LGA,229,17,22
6,6,5,2223,2158,2339,2324,United,57,15,25,CAE,401,3,16
6,6,5,935,720,1059,838,American,57,141,135,CLT,321,4,23
6,6,5,1750,1713,1915,1838,United,60,37,37,GSP,383,3,22
6,6,5,1629,1440,1758,1559,United,61,119,109,BDL,326,4,24
6,6,5,1818,1610,1953,1808,Delta,65,105,128,DTW,383,11,19
6,6,5,1237,1228,1411,1406,Delta,67,5,9,DTW,383,12,15
6,6,5,1805,1645,1938,1826,United,69,72,80,BOS,413,8,16
6,6,5,2222,2159,2356,2332,United,70,24,23,BOS,413,6,18
6,6,5,1709,1658,1844,1848,Southwest,72,-4,11,ATL,533,7,16
6,6,5,905,835,1044,1024,United,74,20,30,ATL,533,4,21
6,6,5,2014,1845,2148,2026,United,75,82,89,BOS,413,4,15
6,6,5,1602,1418,1740,1559,United,77,101,104,BOS,413,5,16
6,6,5,1112,1100,1252,1247,Delta,77,5,12,ATL,533,9,14
6,6,5,2059,1709,2238,1854,United,82,224,230,SAV,515,3,14
6,6,5,2345,2159,132,2344,United,82,108,106,SAV,515,4,21
6,6,5,1334,1220,1513,1421,United,83,52,74,JAX,631,3,13
6,6,5,1420,1222,1607,1404,United,83,123,118,SAV,515,3,21
6,6,5,1232,1220,1346,1315,United,84,31,12,HSV,595,4,46
6,6,5,1930,1644,2010,1739,United,84,151,166,HSV,595,4,12
6,6,5,1938,1645,2117,1850,United,84,147,173,JAX,631,4,11
6,6,5,1315,1300,1402,1350,Southwest,85,12,15,MDW,577,5,17
6,6,5,902,845,1045,1046,United,86,-1,17,JAX,631,4,13
6,6,5,1921,1723,2006,1826,United,87,100,118,BHM,638,3,15
6,6,5,833,750,1039,932,United,87,67,43,SAV,515,6,33
6,6,5,1305,1225,1448,1400,United,87,48,40,BOS,413,4,12
6,6,5,2014,1745,2101,1845,Southwest,89,136,149,MDW,577,5,13
6,6,5,2041,2020,2126,2115,Southwest,89,11,21,MDW,577,5,11
6,6,5,1930,1826,2027,1952,United,89,35,64,ORD,589,6,22
6,6,5,1454,1441,1712,1655,United,104,17,13,MCO,758,10,24
6,6,5,1726,1713,1927,1839,United,116,48,13,ORD,589,4,61
6,6,5,1437,1423,1601,1537,United,117,24,14,ORD,589,6,21
6,6,5,2228,2156,3,2336,United,128,27,32,MCI,926,7,20
6,6,5,1807,1724,1956,1910,Delta,131,46,43,MSP,908,8,30
6,6,5,1346,1224,1528,1329,United,149,119,82,ORD,589,3,10
6,6,5,2028,1858,2220,2103,United,156,77,90,OKC,1136,5,11
6,6,5,914,840,1126,1052,United,163,34,34,IAH,1190,11,18
6,6,5,1711,1701,1935,1917,United,164,18,10,IAH,1190,15,25
6,6,5,2207,1855,18,2114,United,166,184,192,AUS,1297,7,18
6,6,5,1755,1725,2024,1953,United,171,31,30,IAH,1190,13,25
6,6,5,857,847,1121,1058,United,174,23,10,AUS,1297,5,25
6,6,5,1147,1140,1411,1355,United,175,16,7,IAH,1190,14,15
6,6,5,1649,1628,1833,1810,United,207,23,21,DEN,1452,6,11
6,6,5,1901,1440,2124,1622,United,241,302,261,DEN,1452,7,15
6,6,5,1904,1818,2045,2002,United,261,43,46,PHX,1956,5,15
6,6,5,1817,1735,2021,1945,United,278,36,42,LAS,2066,4,22
6,6,5,1326,1320,1531,1520,Southwest,286,11,6,LAS,2066,3,16
6,6,5,1747,1740,1957,1956,United,287,1,7,LAX,2288,9,14
6,6,5,1657,1650,1918,1915,United,291,3,7,LAX,2288,4,26
6,6,5,926,919,1150,1140,United,295,10,7,LAX,2288,6,23
6,6,5,1906,1830,2121,2051,United,295,30,36,SAN,2253,4,16
6,6,5,2222,2153,49,18,United,296,31,29,LAX,2288,6,25
6,6,5,1840,1800,2114,2015,American,297,59,40,LAX,2288,10,27
6,6,5,928,920,1152,1130,American,299,22,8,LAX,2288,14,11
6,6,5,636,610,909,822,United,311,47,26,LAX,2288,5,17
6,6,5,842,823,1113,1104,United,312,9,19,SEA,2306,6,13
6,6,5,2316,1720,155,2003,United,320,352,356,SFO,2419,5,14
6,6,5,1603,1440,1846,1721,United,327,85,83,SFO,2419,6,10
6,6,5,1956,1950,2244,2237,United,327,7,6,SFO,2419,6,15
6,6,5,2256,2154,149,34,United,328,75,62,SFO,2419,4,21
6,6,5,712,705,1024,948,United,329,36,7,SFO,2419,29,14
6,6,5,1746,1738,2111,2025,United,337,46,8,SJC,2400,4,44
6,6,5,1630,1624,1943,1911,United,345,32,6,SFO,2419,9,19
6,6,5,1749,1735,2107,2019,United,348,48,14,SEA,2306,12,18
6,7,6,15,2215,47,2309,United,23,98,120,MDT,94,3,6
6,7,6,1540,1219,1628,1317,United,23,191,201,MDT,94,7,18
6,7,6,1305,821,1351,918,United,26,273,284,MDT,94,3,17
6,7,6,1954,1725,2040,1828,United,31,132,149,ROA,177,4,11
6,7,6,2240,1813,2352,1929,United,32,263,267,ORF,157,5,35
6,7,6,1334,1232,1433,1335,United,32,58,62,ROA,177,4,23
6,7,6,1535,1520,1655,1626,United,33,29,15,ORF,157,3,44
6,7,6,1913,1717,2036,1830,United,34,126,116,PHL,134,6,43
6,7,6,1634,1428,1749,1534,United,34,135,126,PIT,183,6,35
6,7,6,1312,1235,1401,1335,United,34,26,37,PIT,183,5,10
6,7,6,1244,1222,1340,1328,United,35,12,22,ORF,157,3,18
6,7,6,49,2200,138,2309,United,35,149,169,RDU,224,3,11
6,7,6,1201,839,1304,951,United,40,193,202,RDU,224,4,19
6,7,6,1815,1735,1950,1846,United,43,64,40,RDU,224,4,48
6,7,6,39,2203,140,2321,United,44,139,156,CLE,288,4,13
6,7,6,829,823,956,946,United,44,10,6,LGA,229,6,37
6,7,6,1110,1100,1225,1204,United,45,21,10,EWR,213,6,24
6,7,6,1215,818,1335,939,United,45,236,237,ROC,289,5,30
6,7,6,132,2205,236,2321,United,45,195,207,SYR,296,6,13
6,7,6,2340,2156,49,2320,United,47,89,104,CLT,321,8,14
6,7,6,1556,1226,1706,1343,United,47,203,210,SYR,296,6,17
6,7,6,1825,1804,2005,1924,United,48,41,21,CLT,321,17,35
6,7,6,1757,1457,1947,1608,United,50,219,180,RDU,224,5,55
6,7,6,938,920,1049,1046,American,50,3,18,CLT,321,4,17
6,7,6,731,659,859,822,United,51,37,32,LGA,229,13,24
6,7,6,1812,1443,1939,1547,United,52,232,209,EWR,213,8,27
6,7,6,1225,853,1348,1022,United,54,206,212,CLT,321,5,24
6,7,6,2032,1725,2241,1854,United,54,227,187,BDL,326,5,70
6,7,6,159,2158,317,2324,United,58,233,241,CAE,401,4,16
6,7,6,2329,2154,50,2330,United,58,80,95,MYR,372,7,16
6,7,6,2131,1708,2312,1846,United,58,266,263,PVD,372,4,39
6,7,6,2248,2205,25,2343,United,60,42,43,MHT,418,8,29
6,7,6,954,924,1123,1056,Delta,63,27,30,DTW,383,9,17
6,7,6,845,825,1023,957,United,67,26,20,MHT,418,5,26
6,7,6,1742,1709,1913,1850,United,68,23,33,BOS,413,5,18
6,7,6,2202,2154,2340,2328,United,68,12,8,BOS,413,4,26
6,7,6,1615,1418,1744,1559,United,70,105,117,BOS,413,6,13
6,7,6,1725,1703,1850,1842,United,72,8,22,PWM,494,2,11
6,7,6,1108,1100,1245,1247,Delta,74,-2,8,ATL,533,6,17
6,7,6,1800,1709,1956,1854,United,80,62,51,SAV,515,3,33
6,7,6,1324,1220,1401,1315,United,81,46,64,HSV,595,5,11
6,7,6,1326,835,1505,1036,United,81,269,291,JAX,631,5,13
6,7,6,1753,1633,1934,1838,United,83,56,80,JAX,631,3,15
6,7,6,1120,750,1306,932,United,83,214,210,SAV,515,6,17
6,7,6,2300,2202,50,2347,United,83,63,58,SAV,515,5,22
6,7,6,1630,1220,1838,1421,United,84,257,250,JAX,631,5,39
6,7,6,1719,1640,1811,1735,United,86,36,39,HSV,595,4,22
6,7,6,1151,955,1233,1045,Southwest,87,108,116,MDW,577,4,11
6,7,6,2225,2205,2315,2307,United,88,8,20,SPI,657,7,15
6,7,6,1718,1704,1827,1830,United,88,-3,14,ORD,589,8,33
6,7,6,706,700,826,750,Southwest,90,36,6,MDW,577,4,46
6,7,6,2054,2020,2144,2115,Southwest,90,29,34,MDW,577,5,15
6,7,6,1052,951,1139,1054,United,90,45,61,ORD,589,2,15
6,7,6,2243,2145,42,2354,United,98,48,58,MCO,758,5,16
6,7,6,1148,1045,1347,1254,United,98,53,63,MCO,758,5,16
6,7,6,2229,2153,2333,2254,United,99,39,36,ORD,589,5,20
6,7,6,840,820,1054,1029,United,99,25,20,MCO,758,5,30
6,7,6,1306,1246,1504,1500,United,99,4,20,MCO,758,4,15
6,7,6,917,820,1116,1025,Southwest,100,51,57,MCO,758,6,13
6,7,6,1603,1554,1806,1808,United,100,-2,9,MCO,758,3,20
6,7,6,1720,1655,1920,1909,United,104,11,25,MCO,758,3,13
6,7,6,753,715,1048,930,Southwest,110,78,38,TPA,810,3,62
6,7,6,2338,2155,104,2335,United,122,89,103,MCI,926,6,18
6,7,6,1738,1715,1940,1931,United,147,9,23,IAH,1190,10,25
6,7,6,1102,839,1311,1051,United,153,140,143,IAH,1190,10,26
6,7,6,1206,847,1449,1058,United,175,231,199,AUS,1297,3,45
6,7,6,1735,1718,1928,1909,United,185,19,17,DEN,1452,5,43
6,7,6,2212,2135,2333,2314,United,185,19,37,DEN,1452,6,10
6,7,6,1640,1629,1812,1811,United,194,1,11,DEN,1452,7,11
6,7,6,1101,945,1241,1130,United,203,71,76,DEN,1452,6,11
6,7,6,847,825,1245,1217,United,207,28,22,STT,1605,5,26
6,7,6,921,755,1307,1140,American,208,87,86,SJU,1571,5,13
6,7,6,830,814,1224,1205,United,213,19,16,SJU,1571,4,17
6,7,6,1405,1356,1552,1551,United,272,1,9,LAS,2066,5,10
6,7,6,856,800,1116,1000,Southwest,278,76,56,LAS,2066,19,23
6,7,6,848,825,1059,1020,United,281,39,23,LAS,2066,5,25
6,7,6,847,824,1105,1033,United,288,32,23,SAN,2253,1,29
6,7,6,938,920,1150,1141,United,295,9,18,LAX,2288,6,11
6,7,6,1529,1500,1740,1710,American,297,30,29,LAX,2288,4,10
6,7,6,2304,2150,125,15,United,300,70,74,LAX,2288,8,13
6,7,6,1853,1845,2145,2120,United,304,25,8,PDX,2327,2,46
6,7,6,2016,1753,2326,2037,United,308,169,143,SEA,2306,6,56
6,7,6,1016,825,1252,1106,United,309,106,111,SEA,2306,7,20
6,7,6,2248,2155,122,35,United,313,47,53,SFO,2419,4,17
6,7,6,1817,1800,2154,2042,United,321,72,17,SJC,2400,4,72
6,7,6,834,823,1135,1105,United,325,30,11,SFO,2419,6,30
6,7,6,1824,1625,2207,1912,United,325,175,119,SFO,2419,6,72
6,7,6,1505,1433,1755,1714,United,334,41,32,SFO,2419,5,11
6,7,6,1448,913,1752,1154,United,349,358,335,SFO,2419,4,11
6,8,7,2339,2215,27,2309,United,25,78,84,MDT,94,5,18
6,8,7,1251,1219,1342,1317,United,25,25,32,MDT,94,4,22
6,8,7,1029,826,1112,924,United,26,108,123,MDT,94,5,12
6,8,7,148,2205,237,2310,United,29,207,223,ORF,157,5,15
6,8,7,1617,1435,1715,1541,United,34,94,102,PIT,183,5,19
6,8,7,1238,1223,1413,1329,United,37,44,15,ORF,157,4,54
6,8,7,1534,1518,1642,1624,United,37,18,16,ORF,157,6,25
6,8,7,1905,1813,2012,1929,United,37,43,52,ORF,157,5,25
6,8,7,1524,1457,1630,1608,United,39,22,27,RDU,224,4,23
6,8,7,827,818,937,939,United,45,-2,9,ROC,289,6,19
6,8,7,1630,1355,1740,1517,United,46,143,155,CLT,321,14,10
6,8,7,834,821,937,944,United,46,-7,13,LGA,229,4,13
6,8,7,2256,2156,6,2320,United,47,46,60,CLT,321,7,16
6,8,7,30,2201,152,2322,United,47,150,149,ROC,289,10,25
6,8,7,2236,2203,2359,2321,United,48,38,33,CLE,288,7,28
6,8,7,930,830,1039,947,United,48,52,60,SYR,296,3,18
6,8,7,2244,1443,6,1550,United,50,496,481,EWR,213,13,19
6,8,7,2142,1915,2307,2055,United,53,132,147,EWR,213,7,25
6,8,7,1304,1230,1455,1346,United,53,69,34,CLE,288,5,53
6,8,7,925,856,1046,1025,United,53,21,29,CLT,321,5,23
6,8,7,123,2154,230,2330,United,54,180,209,MYR,372,3,10
6,8,7,1910,1725,2058,1854,United,55,124,105,BDL,326,5,48
6,8,7,1830,1714,1947,1847,United,56,60,76,CAE,401,3,18
6,8,7,1306,1232,1419,1401,United,56,18,34,MYR,372,3,14
6,8,7,2141,2105,2310,2231,United,57,39,36,CAE,401,2,30
6,8,7,1250,1232,1411,1401,United,59,10,18,CAE,401,3,19
6,8,7,58,2158,215,2324,United,59,171,180,CAE,401,3,15
6,8,7,1753,1714,2105,1852,United,61,133,39,PVD,372,3,128
6,8,7,1704,1440,1843,1559,United,63,164,144,BDL,326,4,32
6,8,7,1825,1658,2123,1836,United,64,167,87,MHT,418,3,111
6,8,7,15,2205,141,2343,United,64,118,130,MHT,418,5,17
6,8,7,906,825,1024,954,United,65,30,41,MYR,372,2,11
